"action_plan_id"	"co2_target_CoM2030"	"reduction_type_CoM2030"	"emission_inventory_id"	"bei_flag"	"inventory_year"	"population_in_the_inventory_year"	"emission_measure"	"aux"	"last_mei_year"	"last_mei_population"	"last_mei_emission_measure"	"population2030"	"country"	"country_code"	"natemis_base"	"natemis.05"	"year"	"natemis_last"	"emissions.2005_fx"	"emissions.trend"	"baseline_emissions_2005"	"emis_target"	"organisation_id"	"organisation_name"
"17"	0.55	"absolute"	"30685"	"TRUE"	2005	185574	1019927.1439	"17 2005 "	2018	197355	811511.9101	197355	"be"	"BEL"	117369420.864825	117369420.864825	2005	106958136.960349	1	1.9112947492817	1019927.1439	458967.214755	"11589"	"Liège"
"66"	0.44	"per_capita"	"70294"	"TRUE"	2005	16833	68262.6388	"66 2005 "	2014	18417	50575.12506424	26000	"es"	"ESP"	377629623.667267	377629623.667267	2005	279917433.235307	1	1.74124860893314	68262.6388	59044.9724308204	"11698"	"Malgrat de Mar"
"85"	0.55	"absolute"	"81297"	"TRUE"	2019	74562	101610.493212	"85 2019 "	NA	NA	NA	74562	"es"	"ESP"	284259779.891855	377629623.667267	2005	NA	1.32846660125796	NA	134986.146569491	45724.7219454	"11680"	"Gandia"
"97"	0.4	"absolute"	"68662"	"TRUE"	2011	64987	407236.740346061	"97 2011 "	2020	66447	312470.752934	66447	"be"	"BEL"	108342135.196131	117369420.864825	2005	97289377.9963382	1.08332202104336	1.89798283761176	441168.528594805	244342.044207637	"11586"	"Genk"
"150"	0.41	"absolute"	"61532"	"TRUE"	2007	157459	1561586.1398749	"150 2007 "	2010	158739	1240614.6544	158739	"it"	"ITA"	503156824.739291	506738030.205241	2005	457870049.406016	1.0071174736978	1.90999471117829	1572700.68815231	921335.822526192	"11837"	"Ravenna"
"159"	0.55	"absolute"	"72746"	"TRUE"	2009	181807	963125.07	"159 2009 "	2018	186307	718913.120575	186307	"it"	"ITA"	448626295.852955	506738030.205241	2005	379341996.602236	1.12953260851953	1.84556344580963	1087881.17264765	433406.2815	"11834"	"Modena"
"161"	0.4065	"absolute"	"71294"	"TRUE"	2010	104029	520710.1453	"161 2010 "	2017	107317	489393.15743	107317	"it"	"ITA"	457870049.406016	506738030.205241	2005	385514006.689553	1.10672893075802	1.84197253607147	576284.982342722	309041.47123555	"11823"	"Bolzano/Bozen"
"168"	0.4	"per_capita"	"60752"	"TRUE"	2006	506211	5001827.513	"168 2006 "	2016	554554	2787006.044892	620489	"ie"	"IRL"	48351443.7991896	47677923.0091075	2005	40898829.2291832	0.986070306548046	1.84586572841634	4932153.58904436	3678599.18300534	"11815"	"Dublin City Council"
"169"	0.6	"absolute"	"73203"	"TRUE"	2004	238950	600022.28	"169 2004 "	2015	214579	108975.031	214579	"pt"	"PRT"	77452937.8908027	80890360.6896332	2005	65631772.7878274	1.04438079293618	1.84737615609054	626651.744565775	240008.912	"11871"	"Porto"
"253"	0.44	"absolute"	"73233"	"TRUE"	2005	373743	2287749.738152	"253 2005 "	2018	390636	1818507.2086649	390636	"it"	"ITA"	506738030.205241	506738030.205241	2005	379341996.602236	1	1.74859587003682	2287749.738152	1281139.85336512	"11963"	"Bologna"
"258"	0.46	"per_capita"	"69476"	"TRUE"	2005	4905	25669.1014	"258 2005 "	2014	4783	15545.8007785	5300	"es"	"ESP"	377629623.667267	377629623.667267	2005	279917433.235307	1	1.74124860893314	25669.1014	14977.5674223853	"12012"	"Martorelles"
"293"	0.4	"absolute"	"51910"	"TRUE"	2008	5570	19310.73736	"293 2008 "	NA	NA	NA	5570	"it"	"ITA"	496269954.012513	506738030.205241	2005	NA	1.02109351192449	NA	19718.0686287738	11586.442416	"12026"	"Longare"
"352"	1	"absolute"	NA	NA	2005	1028700	458736.5	"352 2005 "	NA	NA	NA	1028700	"gb"	"GBR"	551568332.79954	551568332.79954	2005	NA	1	NA	458736.5	0	"11900"	"Birmingham"
"374"	0.4	"absolute"	"72607"	"TRUE"	2010	122838	508938.92628	"374 2010 "	2014	117619	373730.699	117619	"fr"	"FRA"	412722703.02088	435418388.684436	2005	370050146.021046	1.0549901556116	1.89660719730827	536925.557032935	305363.355768	"12116"	"Metz"
"419"	0.4	"absolute"	"69539"	"TRUE"	2007	20499	95594.7849621834	"419 2007 "	2013	22904	59039.81383	22904	"es"	"ESP"	383427621.655129	377629623.667267	2005	284048085.225291	0.984878507284287	1.74081278755858	94149.2491177176	57356.87097731	"12177"	"Armilla"
"449"	0.4	"absolute"	"70848"	"TRUE"	2007	19023	36452.25	"449 2007 "	2015	19550	25052.22	19550	"es"	"ESP"	383427621.655129	377629623.667267	2005	295156603.747067	0.984878507284287	1.76978440539306	35901.0375671537	21871.35	"12206"	"Arahal"
"473"	0.4	"absolute"	"70151"	"TRUE"	2007	12353	62382.38016	"473 2007 "	2015	13451	54174.694	13451	"es"	"ESP"	383427621.655129	377629623.667267	2005	295156603.747067	0.984878507284287	1.76978440539306	61439.0654528217	37429.428096	"12230"	"Sanlúcar la Mayor"
"732"	0.53	"absolute"	"15348"	"TRUE"	2005	1420	7836.170791	"732 2005 "	2017	1653	8053.6608	1653	"es"	"ESP"	377629623.667267	377629623.667267	2005	305966853.817478	1	1.81023001015161	7836.170791	3683.00027177	"12490"	"Santa Eugènia"
"793"	0.8	"absolute"	"70654"	"TRUE"	1990	154933	887594.644673508	"793 1990 "	2013	207936	930666.079	207936	"fi"	"FIN"	82435273.5456557	95647756.078145	2005	99148240.363025	1.16027705088128	2.20274047866309	1029855.6966998	177518.928934702	"12514"	"Vantaa"
"854"	0.4	"absolute"	"61484"	"TRUE"	2011	73807	391581.08758	"854 2011 "	2020	78714	357909.9053888	78714	"be"	"BEL"	108342135.196131	117369420.864825	2005	97289377.9963382	1.08332202104336	1.89798283761176	424208.415199522	234948.652548	"11588"	"Hasselt"
"867"	0.4	"absolute"	"70046"	"TRUE"	2007	34654	207282.43743	"867 2007 "	2016	38277	141992.93716	38277	"es"	"ESP"	383427621.655129	377629623.667267	2005	288013746.16261	0.984878507284287	1.75115544602486	204148.017562307	124369.462458	"12577"	"La Rinconada"
"881"	0.4	"absolute"	"49629"	"TRUE"	2010	14539	41812.18992	"881 2010 "	NA	NA	NA	14539	"es"	"ESP"	305996198.976212	377629623.667267	2005	NA	1.23409906701692	NA	51600.3845702063	25087.313952	"13338"	"Chiva"
"898"	0.6	"absolute"	"70887"	"TRUE"	2002	549766	1891923.094	"898 2002 "	2016	504718	2157618.4824	504718	"pt"	"PRT"	80932014.5325183	80890360.6896332	2005	64785256.0220888	0.999485323043969	1.80048984813121	1890949.36478094	756769.2376	"11870"	"Lisboa"
"902"	0.4	"per_capita"	"72184"	"TRUE"	2005	51218	176765.229822551	"902 2005 "	2012	52242	142682.8511	65000	"es"	"ESP"	377629623.667267	377629623.667267	2005	310552027.179851	1	1.82237199551241	176765.229822551	134598.070269817	"11705"	"Mollet del Vallès"
"913"	0.4	"absolute"	"69589"	"TRUE"	2007	800666	3254527.5062	"913 2007 "	2012	799188	2799294.728	799188	"es"	"ESP"	383427621.655129	377629623.667267	2005	310552027.179851	0.984878507284287	1.80993650337266	3205314.19222191	1952716.50372	"11935"	"Valencia"
"919"	0.4207	"absolute"	"73264"	"TRUE"	1990	102268	509542.744005	"919 1990 "	2018	103082	719115.32460632	103082	"it"	"ITA"	413797179.644543	506738030.205241	2005	379341996.602236	1.22460484298258	1.91673412788385	623988.512015157	295178.111602096	"12586"	"Piacenza"
"1056"	0.45	"absolute"	"72750"	"TRUE"	2011	9161	23304.51241	"1056 2011 "	NA	NA	NA	9161	"it"	"ITA"	442067122.078198	506738030.205241	2005	NA	1.14629205588287	NA	26713.7774418068	12817.4818255	"12721"	"Castelbuono"
"1061"	0.8	"absolute"	"73237"	"TRUE"	1990	172629	47123.9505720595	"1061 1990 "	2016	274583	98180.00954688	274583	"fi"	"FIN"	82435273.5456557	95647756.078145	2005	97882281.8951142	1.16027705088128	2.1873834790019	54676.8383956244	9424.79011441189	"12725"	"Espoo"
"1164"	0.4	"absolute"	"74144"	"TRUE"	2017	20266	3784.543	"1164 2017 "	NA	NA	NA	20266	"gr"	"GRC"	72127609.8986321	106864748.526955	2005	NA	1.48160667845701	NA	5607.20418370771	2270.7258	"12780"	"Rafina-Pikermi"
"1172"	0.5	"absolute"	"68913"	"TRUE"	2005	457749	2887020.56306	"1172 2005 "	2018	524501	2592780.208648	524501	"be"	"BEL"	117369420.864825	117369420.864825	2005	106958136.960349	1	1.9112947492817	2887020.56306	1443510.28153	"11584"	"Antwerp"
"1236"	0.8	"absolute"	"68764"	"TRUE"	1990	172560	790336.015628584	"1236 1990 "	2016	228274	554416.60629148	228274	"fi"	"FIN"	82435273.5456557	95647756.078145	2005	97882281.8951142	1.16027705088128	2.1873834790019	917008.741418795	158067.203125717	"11764"	"Tampere"
"1263"	0.4	"per_capita"	"72080"	"TRUE"	2005	61043	204508.1591	"1263 2005 "	2012	65188	168694.1111	7000	"es"	"ESP"	377629623.667267	377629623.667267	2005	310552027.179851	1	1.82237199551241	204508.1591	14070.9707619219	"12204"	"Viladecans"
"1282"	0.4	"absolute"	"51473"	"TRUE"	2002	110979	286367.50084	"1282 2002 "	2020	109674	219573.07687	109674	"ba"	"BIH"	15345806.1953861	17021168.7947446	2005	26777684.4765467	1.10917397092257	2.74495130041443	317631.378049876	171820.500504	"12816"	"Tuzla"
"1315"	0.42	"absolute"	"70058"	"TRUE"	2009	67000	497578.55	"1315 2009 "	2014	70718	383246.152	70718	"cy"	"CYP"	8357089.739265	7860535.2422501	2005	6960286.99758159	0.940582844924844	1.8328601480584	468013.848132579	288595.559	"11598"	"Strovolos"
"1327"	1	"absolute"	"71937"	"TRUE"	1993	71396	290536.784169245	"1327 1993 "	2017	91060	243608.5226	91060	"se"	"SWE"	93484928.7129948	98067494.2933058	2005	105151082.105249	1.04901929801305	2.12479180925591	304778.69337619	0	"11887"	"Växjö"
"1403"	0.48	"absolute"	"60349"	"TRUE"	2005	209000	1024732.84922	"1403 2005 "	2017	209337	808040.4486	209337	"fr"	"FRA"	435418388.684436	435418388.684436	2005	388437032.291658	1	1.89210066085007	1024732.84922	532861.0815944	"12902"	"Brest Métropole"
"1522"	0.43	"per_capita"	"61062"	"TRUE"	2007	14118	56719.223	"1522 2007 "	2015	17525	58497.125	20000	"it"	"ITA"	503156824.739291	506738030.205241	2005	392555979.444153	1.0071174736978	1.78018613709067	57122.9205778622	45799.6275818105	"12973"	"Comune di Caronno Pertusella"
"1659"	0.5	"per_capita"	"70386"	"TRUE"	1998	15867	297331.1313	"1659 1998 "	2018	17064	215570.747025	17328	"it"	"ITA"	437551286.777784	506738030.205241	2005	379341996.602236	1.15812259160969	1.86696578907535	344345.900347396	162354.378369143	"13126"	"Fiorano Modenese"
"1748"	0.2	"absolute"	"69936"	"TRUE"	2005	31162	120406.809	"1748 2005 "	2012	32792	104900.3886	32792	"es"	"ESP"	377629623.667267	377629623.667267	2005	310552027.179851	1	1.82237199551241	120406.809	96325.4472	"12108"	"Sant Joan Despí"
"1797"	0.4	"per_capita"	"69088"	"TRUE"	2005	10064	24905.32	"1797 2005 "	2014	5999	19734.705	11011	"es"	"ESP"	377629623.667267	377629623.667267	2005	279917433.235307	1	1.74124860893314	24905.32	16349.3131073132	"13267"	"Sant Joan de Vilatorrada"
"1892"	0.4	"absolute"	"80373"	"TRUE"	2008	7251	30883.0018	"1892 2008 "	NA	NA	NA	7251	"pt"	"PRT"	73381274.2793161	80890360.6896332	2005	NA	1.10232973580882	NA	34043.2512151774	18529.80108	"13504"	"Vila Nova de Poiares"
"1899"	0.4	"per_capita"	"72186"	"TRUE"	2005	3337	16010.9112	"1899 2005 "	2012	4287	16222.7168	5200	"es"	"ESP"	377629623.667267	377629623.667267	2005	310552027.179851	1	1.82237199551241	16010.9112	14969.7461624213	"13523"	"Collbató"
"1935"	0.6	"absolute"	"68833"	"TRUE"	1990	3433700	5091595.181	"1935 1990 "	2012	3469621	2246398.265	3469621	"de"	"DEU"	977711424.920781	862457876.761897	2005	862823271.573349	0.882119053514975	1.88249277811524	4491393.12194513	2036638.0724	"13564"	"Berlin"
"2028"	0.4	"absolute"	"52098"	"TRUE"	2004	101638	257024.880875	"2028 2004 "	2020	101638	216920.36735	101638	"ba"	"BIH"	16362203.4414756	17021168.7947446	2005	26777684.4765467	1.04027363158183	2.63655736052453	267376.206234724	154214.928525	"13657"	"Bijeljina"
"2081"	0.8	"absolute"	"25536"	"TRUE"	1990	159180	1179381.31505273	"2081 1990 "	NA	NA	NA	159180	"fi"	"FIN"	82435273.5456557	95647756.078145	2005	NA	1.16027705088128	NA	1368409.07409386	235876.263010545	"13709"	"Turku"
"2099"	0.4	"absolute"	"61855"	"TRUE"	2005	4849	34597.80896	"2099 2005 "	2018	4904	33233.13178	4904	"it"	"ITA"	506738030.205241	506738030.205241	2005	379341996.602236	1	1.74859587003682	34597.80896	20758.685376	"13727"	"Cellatica"
"2182"	0.4	"absolute"	"10533"	"TRUE"	2012	1148	1459.225	"2182 2012 "	NA	NA	NA	1148	"it"	"ITA"	430899169.448558	506738030.205241	2005	NA	1.17600140852844	NA	1716.05065535992	875.535	"15053"	"Godrano"
"2267"	0.4	"per_capita"	"60311"	"TRUE"	2008	90924	595913.61535	"2267 2008 "	2020	95515	547371.17517	94404	"es"	"ESP"	353316332.287042	377629623.667267	2005	238099094.717111	1.06881451311023	1.6738977877866	636921.120646068	371232.86883662	"13910"	"Lorca"
"2272"	0.4007	"absolute"	"65613"	"TRUE"	2005	4258	24318.89035	"2272 2005 "	2017	5430	25209.724	5430	"es"	"ESP"	377629623.667267	377629623.667267	2005	305966853.817478	1	1.81023001015161	24318.89035	14574.310986755	"13915"	"Algaida"
"2274"	0.4	"absolute"	"9485"	"TRUE"	2017	161339	773309.71409	"2274 2017 "	NA	NA	NA	161339	"gr"	"GRC"	72127609.8986321	106864748.526955	2005	NA	1.48160667845701	NA	1145740.83691142	463985.828454	"13917"	"Larissa"
"2280"	0.4	"absolute"	"65615"	"TRUE"	2005	26342	138219.86786	"2280 2005 "	2017	8328	103712.940549	8328	"es"	"ESP"	377629623.667267	377629623.667267	2005	305966853.817478	1	1.81023001015161	138219.86786	82931.920716	"13923"	"Sant Llorenç des Cardassar"
"2282"	0.41	"absolute"	"70608"	"TRUE"	2007	39832	225293.02618191	"2282 2007 "	2016	40464	193138.38124155	40464	"it"	"ITA"	503156824.739291	506738030.205241	2005	387504042.816742	1.0071174736978	1.77014565591459	226896.543370058	132922.885447327	"13926"	"Jesi"
"2284"	0.549	"absolute"	"65608"	"TRUE"	2005	4457	25811.472052	"2284 2005 "	2017	4942	21940.9003	4942	"es"	"ESP"	377629623.667267	377629623.667267	2005	305966853.817478	1	1.81023001015161	25811.472052	11640.973895452	"13928"	"Esporles"
"2289"	0.41	"absolute"	"68745"	"TRUE"	2008	6904	23024.001	"2289 2008 "	2017	7039	19254.363	7039	"es"	"ESP"	353316332.287042	377629623.667267	2005	305966853.817478	1.06881451311023	1.86598559380749	24608.3864186645	13584.16059	"13933"	"Lorquí"
"2298"	0.4	"absolute"	"55020"	"TRUE"	2008	34101	103186.79147	"2298 2008 "	2018	35031	95543.16041	35031	"es"	"ESP"	353316332.287042	377629623.667267	2005	300835122.66581	1.06881451311023	1.85146112753544	110287.540284415	61912.074882	"13945"	"Águilas"
"2299"	0.4	"absolute"	"66218"	"TRUE"	2005	2118	11003.0204424	"2299 2005 "	2017	2159	10169.8866906	2159	"es"	"ESP"	377629623.667267	377629623.667267	2005	305966853.817478	1	1.81023001015161	11003.0204424	6601.81226544	"13946"	"Maria de la Salut"
"2310"	0.4	"absolute"	"9798"	"TRUE"	2005	2521	15578.181319	"2310 2005 "	NA	NA	NA	2521	"es"	"ESP"	377629623.667267	377629623.667267	2005	NA	1	NA	15578.181319	9346.9087914	"13956"	"Vilafranca de Bonany"
"2321"	0.4	"absolute"	"9810"	"TRUE"	2008	20456	67301.1619	"2321 2008 "	2016	21341	55604.444	21341	"es"	"ESP"	353316332.287042	377629623.667267	2005	288013746.16261	1.06881451311023	1.81517246683242	71932.4585879013	40380.69714	"13967"	"Las Torres de Cotillas"
"2323"	0.4303	"absolute"	"65810"	"TRUE"	2005	11767	63884.3849	"2323 2005 "	2017	12793	65209.0412	12793	"es"	"ESP"	377629623.667267	377629623.667267	2005	305966853.817478	1	1.81023001015161	63884.3849	36394.93407753	"13969"	"Sa Pobla"
"2328"	0.4	"absolute"	"71770"	"TRUE"	2005	21977	93148.02891	"2328 2005 "	2014	24245	73554.39633	24245	"it"	"ITA"	506738030.205241	506738030.205241	2005	380346060.548761	1	1.75057729611238	93148.02891	55888.817346	"13974"	"Mariano Comense"
"2331"	0.4	"absolute"	"70930"	"TRUE"	2010	25588	47049.604	"2331 2010 "	2016	24726	46279.99154	24726	"ro"	"ROU"	96562939.2424532	110288120.185715	2005	89449936.216149	1.14213714962425	1.92633816780945	53737.1006035095	28229.7624	"13976"	"Moine<U+0219>ti"
"2333"	0.4	"absolute"	"52206"	"TRUE"	2008	36848	111424.9289	"2333 2008 "	NA	NA	NA	36848	"ba"	"BIH"	21707836.2566405	17021168.7947446	2005	NA	0.784102505358533	NA	87368.5659098864	66854.95734	"13978"	"Laktasi"
"2335"	0.5	"absolute"	"54510"	"TRUE"	2005	2707	14297.5861	"2335 2005 "	2017	2794	11884.3393	2794	"es"	"ESP"	377629623.667267	377629623.667267	2005	305966853.817478	1	1.81023001015161	14297.5861	7148.79305	"13980"	"Petra"
"2346"	0.48	"absolute"	"54184"	"TRUE"	2005	5295	28016.7882	"2346 2005 "	2017	5799	25060.0464	5799	"es"	"ESP"	377629623.667267	377629623.667267	2005	305966853.817478	1	1.81023001015161	28016.7882	14568.729864	"13991"	"Lloseta"
"2347"	0.43	"absolute"	"54502"	"TRUE"	2005	26504	158992.0492	"2347 2005 "	2017	31225	143753.6666	31225	"es"	"ESP"	377629623.667267	377629623.667267	2005	305966853.817478	1	1.81023001015161	158992.0492	90625.468044	"13992"	"Inca"
"2349"	0.4	"absolute"	"65866"	"TRUE"	2005	9906	92986.676859	"2349 2005 "	2017	10930	100753.498825	10930	"es"	"ESP"	377629623.667267	377629623.667267	2005	305966853.817478	1	1.81023001015161	92986.676859	55792.0061154	"13994"	"Andratx"
"2353"	0.42	"absolute"	"54438"	"TRUE"	2005	2877	18173.1087	"2353 2005 "	2017	3962	22284.0933	3962	"es"	"ESP"	377629623.667267	377629623.667267	2005	305966853.817478	1	1.81023001015161	18173.1087	10540.403046	"13998"	"Consell"
"2355"	0.437	"absolute"	"60697"	"TRUE"	2005	2515	13855.4299	"2355 2005 "	2017	2512	12849.64	2512	"es"	"ESP"	377629623.667267	377629623.667267	2005	305966853.817478	1	1.81023001015161	13855.4299	7800.6070337	"14000"	"Campanet"
"2356"	0.43	"per_capita"	"70196"	"TRUE"	2005	4592	26318.78717	"2356 2005 "	2012	6231	25527.1433	6900	"es"	"ESP"	377629623.667267	377629623.667267	2005	310552027.179851	1	1.82237199551241	26318.78717	22541.7661018315	"14001"	"Vacarisses"
"2360"	0.4	"absolute"	"61422"	"TRUE"	2005	4009	13302.77945	"2360 2005 "	2018	3808	11451.009	3808	"it"	"ITA"	506738030.205241	506738030.205241	2005	379341996.602236	1	1.74859587003682	13302.77945	7981.66767	"14005"	"Bienno"
"2363"	0.4	"absolute"	"61878"	"TRUE"	2005	2071	9481.885	"2363 2005 "	2018	1993	9066.85547	1993	"it"	"ITA"	506738030.205241	506738030.205241	2005	379341996.602236	1	1.74859587003682	9481.885	5689.131	"14008"	"Malegno"
"2368"	0.4	"absolute"	"52374"	"TRUE"	2005	61000	68603.918	"2368 2005 "	2017	51727	148958.13336	51727	"ba"	"BIH"	17021168.7947446	17021168.7947446	2005	24867491.8261327	1	2.46097439758724	68603.918	41162.3508	"14013"	"Gradiška"
"2448"	0.4	"absolute"	"9868"	"TRUE"	2011	5709	17668.664	"2448 2011 "	NA	NA	NA	5709	"es"	"ESP"	315224017.370293	377629623.667267	2005	NA	1.19797224468359	NA	21166.5690726401	10601.1984	"14093"	"Abegondo"
"2449"	0.4	"absolute"	"2713"	"TRUE"	2018	26717	127516.26938	"2449 2018 "	NA	NA	NA	26717	"gr"	"GRC"	70297601.568864	106864748.526955	2005	NA	1.52017630960381	NA	193847.211800534	76509.761628	"14094"	"Hersonisos"
"2450"	0.4	"absolute"	"65622"	"TRUE"	2005	980	5242.3640851	"2450 2005 "	2017	1449	6181.4280546	1449	"es"	"ESP"	377629623.667267	377629623.667267	2005	305966853.817478	1	1.81023001015161	5242.3640851	3145.41845106	"14095"	"Mancor de la Vall"
"2545"	0.4	"absolute"	"70549"	"TRUE"	2014	8351	21930.36	"2545 2014 "	NA	NA	NA	8351	"it"	"ITA"	380346060.548761	506738030.205241	2005	NA	1.33230781850119	NA	29217.9900905457	13158.216	"14190"	"Taglio di Po"
"2567"	0.42	"absolute"	"9906"	"TRUE"	2012	335585	672515.87156	"2567 2012 "	NA	NA	NA	335585	"ro"	"ROU"	99784289.9192831	110288120.185715	2005	NA	1.10526537068038	NA	743308.5040682	390059.2055048	"14212"	"Ia<U+0219>i"
"2568"	0.419	"absolute"	"73191"	"TRUE"	2009	18097	132505.1416	"2568 2009 "	2018	19015	120294.2573535	19015	"it"	"ITA"	448626295.852955	506738030.205241	2005	379341996.602236	1.12953260851953	1.84556344580963	149668.878233697	76985.4872696	"14213"	"Zola Predosa"
"2578"	0.5	"absolute"	"72413"	"TRUE"	2005	42361	228020.75928918	"2578 2005 "	2016	42473	169279.535058	42473	"it"	"ITA"	506738030.205241	506738030.205241	2005	387504042.816742	1	1.76470290311503	228020.75928918	114010.37964459	"14223"	"Macerata"
"2581"	0.43	"absolute"	"72566"	"TRUE"	2005	15373	98758.118544	"2581 2005 "	2016	14844	73788.6702225	14844	"it"	"ITA"	506738030.205241	506738030.205241	2005	387504042.816742	1	1.76470290311503	98758.118544	56292.12757008	"14226"	"Urbino"
"2609"	0.4	"absolute"	"72628"	"TRUE"	2009	28272	222675.798	"2609 2009 "	2018	28844	170666.3	28844	"hu"	"HUN"	58220484.1023598	63430579.2513105	2005	57084246.2503642	1.08948903859663	1.98048388175547	242602.841081758	133605.4788	"14255"	"Budaörs"
"2615"	0.4	"absolute"	"72478"	"TRUE"	2010	14294	64594.66008	"2615 2010 "	2017	14294	49992.17367	14294	"hr"	"HRV"	25016194.2080233	26873027.7342366	2005	22860082.5806572	1.07422526027631	1.91381136517262	69389.2155368979	38756.796048	"14261"	"Rovinj-Rovigno"
"2622"	0.4	"absolute"	"9984"	"TRUE"	2005	1016	5847.880833	"2622 2005 "	NA	NA	NA	1016	"es"	"ESP"	377629623.667267	377629623.667267	2005	NA	1	NA	5847.880833	3508.7284998	"14268"	"Búger"
"2642"	0.4257	"absolute"	"18728"	"TRUE"	2011	3544	12974.19613	"2642 2011 "	NA	NA	NA	3544	"it"	"ITA"	442067122.078198	506738030.205241	2005	NA	1.14629205588287	NA	14872.2179552853	7451.080837459	"14289"	"Castellana Sicula"
"2662"	0.44	"per_capita"	"61866"	"TRUE"	2005	8461	33608.3063	"2662 2005 "	2018	9033	30621.70627	9000	"it"	"ITA"	506738030.205241	506738030.205241	2005	379341996.602236	1	1.74859587003682	33608.3063	20019.6033272663	"14309"	"Pandino"
"2664"	0.3102	"absolute"	"30927"	"TRUE"	2012	15604	36699.2575	"2664 2012 "	NA	NA	NA	15604	"ua"	"UKR"	291119457.72894	305653820.58122	2005	NA	1.04992576918652	NA	38531.4961592617	25315.1478235	"14311"	"Bolgrad"
"2676"	0.5	"absolute"	"10014"	"TRUE"	2005	15987	137291.2288	"2676 2005 "	2017	16157	121528.7927	16157	"es"	"ESP"	377629623.667267	377629623.667267	2005	305966853.817478	1	1.81023001015161	137291.2288	68645.6144	"14325"	"Pollença"
"2691"	0.4	"absolute"	"10026"	"TRUE"	2005	750	4987.440072	"2691 2005 "	NA	NA	NA	750	"es"	"ESP"	377629623.667267	377629623.667267	2005	NA	1	NA	4987.440072	2992.4640432	"14341"	"Ariany"
"2707"	0.4	"absolute"	"68751"	"TRUE"	2009	2031	7015.314	"2707 2009 "	NA	NA	NA	2031	"it"	"ITA"	448626295.852955	506738030.205241	2005	NA	1.12953260851953	NA	7924.02592200356	4209.1884	"14357"	"Bonavigo"
"2717"	0.4	"absolute"	"73178"	"TRUE"	2019	14300	48997.246765	"2717 2019 "	NA	NA	NA	14300	"md"	"MDA"	11568715.0032883	8398486.31089927	2005	NA	0.725965356438646	NA	35570.3037122655	29398.348059	"14367"	"Nisporeni"
"2721"	0.46	"absolute"	"72852"	"TRUE"	2016	163688	16807.295	"2721 2016 "	NA	NA	NA	163688	"gr"	"GRC"	72016172.3689882	106864748.526955	2005	NA	1.48389931055227	NA	24940.3334627486	9075.9393	"14371"	"Piraeus"
"2747"	0.4	"absolute"	"69718"	"TRUE"	2011	62886	288101.9768	"2747 2011 "	2015	65181	268363.80156	65181	"gr"	"GRC"	90222318.8630436	106864748.526955	2005	73696734.1894981	1.18446022972624	1.81683484882902	341245.333625113	172861.18608	"14397"	"Rethymno"
"2753"	0.53	"absolute"	"71112"	"TRUE"	2008	10343	56702.81	"2753 2008 "	2017	10986	52924.57	10986	"it"	"ITA"	496269954.012513	506738030.205241	2005	385514006.689553	1.02109351192449	1.77682318579342	57898.871398887	26650.3207	"14405"	"Montechiarugolo"
"2783"	0.41	"absolute"	"60871"	"TRUE"	2010	25396	208952.99522	"2783 2010 "	2017	25694	180678.591	25694	"it"	"ITA"	457870049.406016	506738030.205241	2005	385514006.689553	1.10672893075802	1.84197253607147	231254.324978516	123282.2671798	"17319"	"Correggio"
"2981"	0.4	"absolute"	"73295"	"TRUE"	2008	16680	50944.72726	"2981 2008 "	2015	15571	43008.64398	15571	"hu"	"HUN"	61437321.8539827	63430579.2513105	2005	55556062.9734847	1.03244375466211	1.90427221267106	52597.5654925517	30566.836356	"14630"	"Tiszaújváros"
"3115"	0.4	"absolute"	"60294"	"TRUE"	2008	222905	730824.607	"3115 2008 "	2017	214177	593048.734	214177	"es"	"ESP"	353316332.287042	377629623.667267	2005	305966853.817478	1.06881451311023	1.86598559380749	781115.946499681	438494.7642	"14856"	"Cartagena"
"3144"	0.4	"absolute"	"68887"	"TRUE"	1990	27490	118423.3	"3144 1990 "	2018	28573	183357.16179866	28573	"se"	"SWE"	85793267.0141567	98067494.2933058	2005	102139595.529594	1.14306748893388	2.19053160095582	135365.824162263	71053.98	"14890"	"Ljungby"
"3149"	0.4	"absolute"	"73261"	"TRUE"	2005	12502	46764.48851	"3149 2005 "	2017	12855	32853.39884	12855	"it"	"ITA"	506738030.205241	506738030.205241	2005	385514006.689553	1	1.76077575336789	46764.48851	28058.693106	"14898"	"San Stino di Livenza"
"3352"	0.4	"absolute"	"73251"	"TRUE"	2005	38614	175378.5333	"3352 2005 "	2017	41794	126954.80174	41794	"it"	"ITA"	506738030.205241	506738030.205241	2005	385514006.689553	1	1.76077575336789	175378.5333	105227.11998	"15063"	"San Donà di Piave"
"3365"	0.4025	"absolute"	"10578"	"TRUE"	2012	3463	8385.294926	"3365 2012 "	NA	NA	NA	3463	"it"	"ITA"	430899169.448558	506738030.205241	2005	NA	1.17600140852844	NA	9861.11864390242	5010.213718285	"15083"	"San Michele di Ganzaria"
"3373"	0.4	"absolute"	"71996"	"TRUE"	2005	12000	59681.9868	"3373 2005 "	NA	NA	NA	12000	"it"	"ITA"	506738030.205241	506738030.205241	2005	NA	1	NA	59681.9868	35809.19208	"15075"	"Caorle"
