"action_plan_id"	"co2_target_CoM2030"	"reduction_type_CoM2030"	"emission_inventory_id"	"bei_flag"	"inventory_year"	"population_in_the_inventory_year"	"emission_measure"	"aux"	"last_mei_year"	"last_mei_population"	"last_mei_emission_measure"	"population2030"	"country"	"country_code"	"natemis_base"	"natemis.05"	"year"	"natemis_last"	"emissions.2005_fx"	"emissions.trend"	"baseline_emissions_2005"	"emis_target"	"organisation_id"	"organisation_name"
"9509"	0.4	"per_capita"	"72850"	"TRUE"	2005	92	412.0308	"9509 2005 "	2014	83	289.36235	92	"es"	"ESP"	377629623.667267	377629623.667267	2005	279917433.235307	1	1.74124860893314	412.0308	247.21848	"20192"	"Sobremunt"
"9546"	0.2	"absolute"	"29110"	"TRUE"	2014	47497	134039.0658	"9546 2014 "	NA	NA	NA	47497	"ua"	"UKR"	250869132.549241	305653820.58122	2005	NA	1.21837954903131	NA	163310.456541982	107231.25264	"19826"	"Fastiv"
"9547"	0.3	"absolute"	"28175"	"TRUE"	2015	57511	178269.438	"9547 2015 "	NA	NA	NA	57511	"ua"	"UKR"	204407494.994203	305653820.58122	2005	NA	1.49531611152462	NA	266569.16283384	124788.6066	"19787"	"Bilhorod-Dnistrovskyi"
"9552"	0.34	"absolute"	"29993"	"TRUE"	2015	72300	237668.78274	"9552 2015 "	NA	NA	NA	72300	"ua"	"UKR"	204407494.994203	305653820.58122	2005	NA	1.49531611152462	NA	355389.960037567	156861.3966084	"19670"	"Izmail"
"9553"	0.4	"absolute"	"29526"	"TRUE"	2013	8122	27929.7216	"9553 2013 "	NA	NA	NA	8122	"be"	"BEL"	109905537.345022	117369420.864825	2005	NA	1.06791180590267	NA	29826.4794322147	16757.83296	"19868"	"Quévy"
"9556"	0.3308	"absolute"	"69606"	"TRUE"	2011	135900	351226.4727	"9556 2011 "	NA	NA	NA	135900	"ua"	"UKR"	297659491.416524	305653820.58122	2005	NA	1.02685729632424	NA	360659.466154221	235040.75553084	"19180"	"Sloviansk"
"9557"	0.8	"absolute"	"30018"	"TRUE"	1990	68662	347756.7072046	"9557 1990 "	2020	72662	181138.8975	72662	"fi"	"FIN"	82435273.5456557	95647756.078145	2005	98289750.1307449	1.16027705088128	2.19232636592524	403494.126659538	69551.34144092	"20066"	"Lappeenranta"
"9620"	0.4	"absolute"	"29353"	"TRUE"	2006	14136	118392.331529	"9620 2006 "	NA	NA	NA	14136	"be"	"BEL"	116542964.970968	117369420.864825	2005	NA	1.00709142670313	NA	119231.902070251	71035.3989174	"20203"	"Genappe"
"9621"	0.21	"absolute"	"27555"	"TRUE"	2006	39971	206408.201	"9621 2006 "	2013	41803	225891.4125	41803	"be"	"BEL"	116542964.970968	117369420.864825	2005	109905537.345022	1.00709142670313	1.94304737632512	207871.929628317	163062.47879	"19615"	"Ottignies-Louvain-la-Neuve"
"9628"	0.41	"absolute"	"60076"	"TRUE"	2006	1983	8764.528928	"9628 2006 "	NA	NA	NA	1983	"be"	"BEL"	116542964.970968	117369420.864825	2005	NA	1.00709142670313	NA	8826.68194248041	5171.07206752	"20154"	"Rouvroy"
"9629"	0.4	"absolute"	"29422"	"TRUE"	2006	232183	1689767.325	"9629 2006 "	NA	NA	NA	232183	"be"	"BEL"	116542964.970968	117369420.864825	2005	NA	1.00709142670313	NA	1701750.18613059	1013860.395	"20055"	"Arrondissement de Namur"
"9637"	0.4052	"absolute"	"29343"	"TRUE"	2016	36608	80870.86575	"9637 2016 "	NA	NA	NA	36608	"ua"	"UKR"	217672282.291424	305653820.58122	2005	NA	1.40419265771287	NA	113558.275909033	48101.9909481	"20116"	"Chortkiv Territorial Community"
"9647"	0.4	"absolute"	"28201"	"TRUE"	2006	4405	34873.616	"9647 2006 "	2012	4457	32109.206	4457	"be"	"BEL"	116542964.970968	117369420.864825	2005	108108631.362973	1.00709142670313	1.92762897691769	35120.9196917372	20924.1696	"19517"	"Gedinne"
"9664"	0.4	"absolute"	"29463"	"TRUE"	2006	4998	21260.611793688	"9664 2006 "	2013	5139	19656.025677093	5139	"be"	"BEL"	116542964.970968	117369420.864825	2005	109905537.345022	1.00709142670313	1.94304737632512	21411.3798638867	12756.3670762128	"19736"	"Honnelles"
"9725"	0.4	"absolute"	"66810"	"TRUE"	2006	4080	23839.68435	"9725 2006 "	NA	NA	NA	4080	"be"	"BEL"	116542964.970968	117369420.864825	2005	NA	1.00709142670313	NA	24008.7417241939	14303.81061	"19768"	"Léglise"
"9727"	0.4	"absolute"	"31088"	"TRUE"	2010	8623	32626.09363	"9727 2010 "	NA	NA	NA	8623	"it"	"ITA"	457870049.406016	506738030.205241	2005	NA	1.10672893075802	NA	36108.241717941	19575.656178	"19859"	"Cherasco"
"9731"	0.3	"absolute"	"72448"	"TRUE"	2012	9420	32589.7396	"9731 2012 "	NA	NA	NA	9420	"ua"	"UKR"	291119457.72894	305653820.58122	2005	NA	1.04992576918652	NA	34216.8074171184	22812.81772	"19731"	"Khotyn"
"9733"	0.4	"absolute"	"28361"	"TRUE"	2005	12103	58687.5141	"9733 2005 "	NA	NA	NA	12103	"it"	"ITA"	506738030.205241	506738030.205241	2005	NA	1	NA	58687.5141	35212.50846	"20245"	"Bagnolo Mella"
"9734"	0.4	"absolute"	"30916"	"TRUE"	2005	942	8503.84972	"9734 2005 "	NA	NA	NA	942	"it"	"ITA"	506738030.205241	506738030.205241	2005	NA	1	NA	8503.84972	5102.309832	"20144"	"Gera Lario"
"9745"	0.4	"absolute"	"60949"	"TRUE"	2012	124714	182121.2	"9745 2012 "	2021	106847	177230.52	106847	"ro"	"ROU"	99784289.9192831	110288120.185715	2005	87639953.9197166	1.10526537068038	1.87829410812674	201292.255626755	109272.72	"19321"	"Boto<U+0219>ani"
"9751"	0.47	"absolute"	"29709"	"TRUE"	2010	4218	18155.91261	"9751 2010 "	NA	NA	NA	4218	"it"	"ITA"	457870049.406016	506738030.205241	2005	NA	1.10672893075802	NA	20093.6737498014	9622.6336833	"20258"	"ISORELLA"
"9753"	0.42	"absolute"	"70737"	"TRUE"	2016	16400	24643.277	"9753 2016 "	NA	NA	NA	16400	"md"	"MDA"	11051467.9101865	8398486.31089927	2005	NA	0.759943057261932	NA	18727.4872643326	14293.10066	"11558"	"Ialoveni"
"9754"	0.4	"absolute"	"29788"	"TRUE"	2012	20441	92680.34976	"9754 2012 "	NA	NA	NA	20441	"ro"	"ROU"	99784289.9192831	110288120.185715	2005	NA	1.10526537068038	NA	102436.381132273	55608.209856	"20252"	"Gheorgheni"
"9755"	0.4	"absolute"	"29828"	"TRUE"	2010	2715	14253.508	"9755 2010 "	NA	NA	NA	2715	"it"	"ITA"	457870049.406016	506738030.205241	2005	NA	1.10672893075802	NA	15774.7696683909	8552.1048	"20271"	"TREVENZUOLO"
"9756"	0.45	"absolute"	"73184"	"TRUE"	2006	27420	221167.435	"9756 2006 "	2017	29626	202344.7335	29626	"be"	"BEL"	116542964.970968	117369420.864825	2005	106285840.966735	1.00709142670313	1.91198847560822	222735.827654423	121642.08925	"20015"	"GAL Pays des Condruses"
"9915"	0.2	"absolute"	"28035"	"TRUE"	2005	1320	4867.21176	"9915 2005 "	2006	1303	4867.21176	1303	"it"	"ITA"	506738030.205241	506738030.205241	2005	502861880.035554	1	1.99235078099799	4867.21176	3893.769408	"20284"	"Castelmarte"
"9959"	0.67	"absolute"	"72604"	"TRUE"	2005	6668	41850.31569	"9959 2005 "	NA	NA	NA	6668	"it"	"ITA"	506738030.205241	506738030.205241	2005	NA	1	NA	41850.31569	13810.6041777	"20190"	"Unione dei Comuni della Valsaviore"
"9961"	0.4	"absolute"	"28378"	"TRUE"	2011	611	1751.041	"9961 2011 "	NA	NA	NA	611	"it"	"ITA"	442067122.078198	506738030.205241	2005	NA	1.14629205588287	NA	2007.2043878252	1050.6246	"19423"	"Mongiuffi Melia"
"9962"	0.4	"per_capita"	"60635"	"TRUE"	2000	99481	477624.226533275	"9962 2000 "	2019	104445	403906.3740605	106000	"cz"	"CZE"	131641321.406691	131079393.170079	2005	116443077.192673	0.995731368915119	1.88454807311555	475585.424913003	305353.794267411	"19398"	"Liberec"
"9965"	0.41	"absolute"	"28387"	"TRUE"	2006	3367	25270.324	"9965 2006 "	2014	3506	20956.956	3506	"be"	"BEL"	116542964.970968	117369420.864825	2005	102114909.871257	1.00709142670313	1.87619969078953	25449.5266504104	14909.49116	"20207"	"LIERNEUX"
"9966"	0.41	"absolute"	"30031"	"TRUE"	2011	10509	49202.25849	"9966 2011 "	NA	NA	NA	10509	"it"	"ITA"	442067122.078198	506738030.205241	2005	NA	1.14629205588287	NA	56400.1580385825	29029.3325091	"19537"	"Cingoli"
"9997"	0.2	"absolute"	"30807"	"TRUE"	2015	23900	50282.91889	"9997 2015 "	NA	NA	NA	23900	"ua"	"UKR"	204407494.994203	305653820.58122	2005	NA	1.49531611152462	NA	75188.8587507027	40226.335112	"20254"	"Zolochiv, Lviv  region"
"10003"	0.4	"absolute"	"72770"	"TRUE"	2017	85230	493818.223556	"10003 2017 "	NA	NA	NA	85230	"es"	"ESP"	305966853.817478	377629623.667267	2005	NA	1.23421742896549	NA	609479.058253591	296290.9341336	"20205"	"Guadalajara"
"10013"	0.4	"per_capita"	"62069"	"TRUE"	2011	23391	118934.2124	"10013 2011 "	2020	24756	100162.812	37309	"be"	"BEL"	108342135.196131	117369420.864825	2005	97289377.9963382	1.08332202104336	1.89798283761176	128844.051348368	113821.12428964	"20057"	"Merelbeke"
"10015"	0.2	"absolute"	"30473"	"TRUE"	2015	10922	91316.66183	"10015 2015 "	NA	NA	NA	10922	"gr"	"GRC"	73696734.1894981	106864748.526955	2005	NA	1.4500608432956	NA	132414.715660149	73053.329464	"20045"	"Rigas Feraios"
"10016"	0.3	"absolute"	"30529"	"TRUE"	2010	27614	64819.152	"10016 2010 "	NA	NA	NA	27614	"by"	"BLR"	68387761.9475932	62314480.9156799	2005	NA	0.911193452469355	NA	59062.7868970159	45373.4064	"18819"	"Iuje"
"10046"	0.4	"absolute"	"69674"	"TRUE"	2013	204837	595503.17621	"10046 2013 "	NA	NA	NA	204837	"hu"	"HUN"	53278333.1380743	63430579.2513105	2005	NA	1.19055112116451	NA	708976.974093841	357301.905726	"20364"	"Debrecen"
"10051"	0.41	"absolute"	"64787"	"TRUE"	2006	3637	19051.51023	"10051 2006 "	NA	NA	NA	3637	"be"	"BEL"	116542964.970968	117369420.864825	2005	NA	1.00709142670313	NA	19186.61261838	11240.3910357	"20366"	"Tintigny"
"10068"	0.41	"absolute"	"30806"	"TRUE"	2006	2941	16303.95315	"10068 2006 "	NA	NA	NA	2941	"be"	"BEL"	116542964.970968	117369420.864825	2005	NA	1.00709142670313	NA	16419.5714387345	9619.3323585	"20378"	"Wellin"
"10069"	0.45	"absolute"	"30824"	"TRUE"	2006	4645	26103.50355	"10069 2006 "	NA	NA	NA	4645	"be"	"BEL"	116542964.970968	117369420.864825	2005	NA	1.00709142670313	NA	26288.6146321198	14356.9269525	"20363"	"VAUX-SUR-SÛRE"
"10070"	0.42	"absolute"	"30840"	"TRUE"	2007	27023	72587.35694	"10070 2007 "	NA	NA	NA	27023	"it"	"ITA"	503156824.739291	506738030.205241	2005	NA	1.0071174736978	NA	73103.9955438133	42100.6670252	"19796"	"Valdagno"
"10071"	0.42	"absolute"	"30849"	"TRUE"	2007	3585	9396.26793	"10071 2007 "	NA	NA	NA	3585	"it"	"ITA"	503156824.739291	506738030.205241	2005	NA	1.0071174736978	NA	9463.14561984926	5449.8353994	"19793"	"Brogliano"
"10072"	0.43	"absolute"	"30846"	"TRUE"	2007	6972	23836.54633	"10072 2007 "	NA	NA	NA	6972	"it"	"ITA"	503156824.739291	506738030.205241	2005	NA	1.0071174736978	NA	24006.2023215502	13586.8314081	"18456"	"Recoaro Terme"
"10073"	0.4	"absolute"	"30845"	"TRUE"	2007	8366	27304.48894	"10073 2007 "	NA	NA	NA	8366	"it"	"ITA"	503156824.739291	506738030.205241	2005	NA	1.0071174736978	NA	27498.8279218623	16382.693364	"19795"	"Trissino"
"10084"	0.4	"absolute"	"30857"	"TRUE"	2007	11802	30678.75164	"10084 2007 "	NA	NA	NA	11802	"it"	"ITA"	503156824.739291	506738030.205241	2005	NA	1.0071174736978	NA	30897.106847879	18407.250984	"19794"	"Cornedo Vicentino"
"10087"	0.4	"absolute"	"69529"	"TRUE"	2014	132500	637188.393	"10087 2014 "	2016	132500	552590.829	132500	"fr"	"FRA"	370050146.021046	435418388.684436	2005	384740390.982444	1.17664698518906	2.03969798450117	749745.801620913	382313.0358	"19433"	"Amiens"
"10111"	0.35	"absolute"	"69634"	"TRUE"	2013	19750	53504.91015	"10111 2013 "	NA	NA	NA	19750	"ua"	"UKR"	284201941.020364	305653820.58122	2005	NA	1.07548111558928	NA	57543.5204576262	34778.1915975	"19978"	"Polohy"
"10118"	0.32	"absolute"	"31115"	"TRUE"	2011	60900	136979.793	"10118 2011 "	NA	NA	NA	60900	"ua"	"UKR"	297659491.416524	305653820.58122	2005	NA	1.02685729632424	NA	140658.699891034	93146.25924	"20109"	"Rubizhne"
"10121"	0.38	"absolute"	"73126"	"TRUE"	2012	50653	72913.8272	"10121 2012 "	NA	NA	NA	50653	"ua"	"UKR"	291119457.72894	305653820.58122	2005	NA	1.04992576918652	NA	76554.106107293	45206.572864	"20415"	"Myrnohrad"
"10124"	0.46	"absolute"	"31030"	"TRUE"	2013	4634	16243.77501	"10124 2013 "	NA	NA	NA	4634	"it"	"ITA"	402394940.045426	506738030.205241	2005	NA	1.25930517453335	NA	20455.8699240485	8771.6385054	"19490"	"Associazione Intercomunale Val Cosa e Val D’Arzino"
"10141"	0.4	"absolute"	"31112"	"TRUE"	2005	2255	9338.70125	"10141 2005 "	2014	2351	5721.1859	2351	"es"	"ESP"	377629623.667267	377629623.667267	2005	279917433.235307	1	1.74124860893314	9338.70125	5603.22075	"19618"	"BELL-LLOC D'URGELL"
"10146"	0.3	"absolute"	"30680"	"TRUE"	2016	12810	43612.3414992	"10146 2016 "	NA	NA	NA	12810	"ua"	"UKR"	217672282.291424	305653820.58122	2005	NA	1.40419265771287	NA	61240.1297188428	30528.63904944	"19825"	"Koryukivka"
"10153"	0.41	"absolute"	"30791"	"TRUE"	2005	437	3664.87004	"10153 2005 "	NA	NA	NA	437	"es"	"ESP"	377629623.667267	377629623.667267	2005	NA	1	NA	3664.87004	2162.2733236	"20350"	"TORROELLA DE FLUVIÀ"
"10155"	0.4	"absolute"	"31133"	"TRUE"	2008	3723	13535.18777	"10155 2008 "	2014	3687	9107.586687	3687	"it"	"ITA"	496269954.012513	506738030.205241	2005	380346060.548761	1.02109351192449	1.76640960725817	13820.6924146267	8121.112662	"20031"	"CHIARANO"
"10156"	0.4	"absolute"	"31173"	"TRUE"	2014	34368	158763.734	"10156 2014 "	NA	NA	NA	34368	"be"	"BEL"	102114909.871257	117369420.864825	2005	NA	1.14938573625341	NA	182480.771293931	95258.2404	"19878"	"Lier"
"10175"	0.4	"absolute"	"73204"	"TRUE"	2016	94181	650993.56	"10175 2016 "	NA	NA	NA	94181	"gr"	"GRC"	72016172.3689882	106864748.526955	2005	NA	1.48389931055227	NA	966008.894857967	390596.136	"19501"	"AGRINIO"
"10191"	0.4	"absolute"	"73211"	"TRUE"	2015	32121	228662.59514	"10191 2015 "	NA	NA	NA	32121	"gr"	"GRC"	73696734.1894981	106864748.526955	2005	NA	1.4500608432956	NA	331574.675538868	137197.557084	"19571"	"ELASSONA"
"10193"	0.4	"absolute"	"31345"	"TRUE"	2015	21160	126564.12239	"10193 2015 "	NA	NA	NA	21160	"gr"	"GRC"	73696734.1894981	106864748.526955	2005	NA	1.4500608432956	NA	183525.67804381	75938.473434	"19837"	"Markopoulo Mesogaias"
"27421"	0.41	"absolute"	"35398"	"TRUE"	2007	672	1289.21707	"27421 2007 "	NA	NA	NA	672	"es"	"ESP"	383427621.655129	377629623.667267	2005	NA	0.984878507284287	NA	1269.72218346702	760.6380713	"19623"	"La Vall de Gallinera"
"27422"	0.4	"absolute"	"69540"	"TRUE"	2011	3362	24333.69158	"27422 2011 "	NA	NA	NA	3362	"it"	"ITA"	442067122.078198	506738030.205241	2005	NA	1.14629205588287	NA	27893.5173484579	14600.214948	"19812"	"Monsano"
"27423"	0.41	"absolute"	"72453"	"TRUE"	2005	495181	3060928.089195	"27423 2005 "	2014	536308	3346962.2247	536308	"de"	"DEU"	862457876.761897	862457876.761897	2005	837627835.792893	1	1.97121014064799	3060928.089195	1805947.57262505	"19818"	"Dresden"
"27424"	0.4	"per_capita"	"35402"	"TRUE"	2014	2787539	6902046.3977	"27424 2014 "	2016	2901396	7800115.805	3362500	"tr"	"TUR"	358867158.717782	260459033.586548	2005	391711714.24191	0.725781190224143	2.09152287894351	5009375.44950496	4995402.25530827	"19957"	"Bursa Metropolitan Municipality"
"27425"	0.4	"absolute"	"35403"	"TRUE"	2005	4800	21282.563	"27425 2005 "	NA	NA	NA	4800	"it"	"ITA"	506738030.205241	506738030.205241	2005	NA	1	NA	21282.563	12769.5378	"19998"	"RIVANAZZANO TERME"
"27426"	0.41	"absolute"	"60212"	"TRUE"	2007	27360	201487.11964	"27426 2007 "	2019	28587	157230.6605613	28587	"it"	"ITA"	503156824.739291	506738030.205241	2005	372172490.867094	1.0071174736978	1.73967493347613	202921.198914483	118877.4005876	"20135"	"Cervia"
"27427"	0.7	"absolute"	"35405"	"TRUE"	2014	198317	1039975.595	"27427 2014 "	NA	NA	NA	198317	"nl"	"NLD"	161082691.784262	177010356.937569	2005	NA	1.09887881172633	NA	1142807.14605799	311992.6785	"20290"	"Groningen"
"27429"	0.4	"absolute"	"61086"	"TRUE"	2011	14656	55205.268	"27429 2011 "	2018	14951	59900.803	14951	"be"	"BEL"	108342135.196131	117369420.864825	2005	106958136.960349	1.08332202104336	1.98722566955805	59805.0825020003	33123.1608	"19538"	"Bonheiden"
"27436"	0.45	"absolute"	"72531"	"TRUE"	2005	28176	94447.71004875	"27436 2005 "	2015	27915	117961.90613083	27915	"se"	"SWE"	98067494.2933058	98067494.2933058	2005	102319700.535261	1	2.04335999683277	94447.71004875	51946.2405268125	"19917"	"Boden"
"27437"	0.4	"absolute"	"35413"	"TRUE"	2007	13431	51799.8921	"27437 2007 "	2013	13363	42778.2909	13363	"it"	"ITA"	503156824.739291	506738030.205241	2005	402394940.045426	1.0071174736978	1.79974059827952	52168.5764695706	31079.93526	"20385"	"Valle del Chiese"
"27440"	0.4	"absolute"	"66059"	"TRUE"	2015	116154	434778.408	"27440 2015 "	2019	116154	363428.73	116154	"gr"	"GRC"	73696734.1894981	106864748.526955	2005	65225841.7986672	1.4500608432956	1.88505742508142	630455.144951196	260867.0448	"19644"	"Chania"
"27443"	0.4	"absolute"	"46611"	"TRUE"	2010	30910	40226.56389	"27443 2010 "	2015	28963	34945.03385	28963	"es"	"ESP"	305996198.976212	377629623.667267	2005	295156603.747067	1.23409906701692	1.96457604615544	49643.5649659456	24135.938334	"19915"	"XIRIVELLA"
"27446"	0.4	"per_capita"	"73285"	"TRUE"	1990	10499	78000.60525	"27446 1990 "	2019	11701	99487.45494	12050	"at"	"AUT"	70017676.5329116	94605756.9597623	2005	90669409.4575461	1.3511696137945	2.29495027466282	105392.04767138	53714.1038153634	"18171"	"Weiz"
"27453"	0.42	"absolute"	"57512"	"TRUE"	2006	5296	32981.5176	"27453 2006 "	2014	5631	33660.068	5631	"be"	"BEL"	116542964.970968	117369420.864825	2005	102114909.871257	1.00709142670313	1.87619969078953	33215.4036146185	19129.280208	"20372"	"Thimister-Clermont"
"27461"	0.305	"absolute"	"45466"	"TRUE"	2016	29057	18235.07141	"27461 2016 "	NA	NA	NA	29057	"am"	"ARM"	5777585.88178605	4422766.34261	2005	NA	0.765504214580844	NA	13959.0240175377	12673.37462995	"20253"	"Gavar"
"27465"	0.4	"absolute"	"41300"	"TRUE"	2006	26799	190276.072	"27465 2006 "	2014	28523	158601.478	28523	"be"	"BEL"	116542964.970968	117369420.864825	2005	102114909.871257	1.00709142670313	1.87619969078953	191625.400817948	114165.6432	"20572"	"Ath"
"27466"	0.4	"absolute"	"60877"	"TRUE"	2010	5469	10242.73348	"27466 2010 "	NA	NA	NA	5469	"es"	"ESP"	305996198.976212	377629623.667267	2005	NA	1.23409906701692	NA	12640.547831371	6145.640088	"19704"	"AYORA"
"27467"	0.41	"absolute"	"63281"	"TRUE"	2006	2922	17866.50376	"27467 2006 "	NA	NA	NA	2922	"be"	"BEL"	116542964.970968	117369420.864825	2005	NA	1.00709142670313	NA	17993.2027618553	10541.2372184	"20303"	"EREZEE"
"27469"	0.4	"absolute"	"49112"	"TRUE"	2010	15618	32759.02974	"27469 2010 "	NA	NA	NA	15618	"es"	"ESP"	305996198.976212	377629623.667267	2005	NA	1.23409906701692	NA	40427.8880385136	19655.417844	"19933"	"Albal"
"27470"	0.4	"absolute"	"46025"	"TRUE"	2010	1795	3404.015255168	"27470 2010 "	NA	NA	NA	1795	"es"	"ESP"	305996198.976212	377629623.667267	2005	NA	1.23409906701692	NA	4200.8920505142	2042.4091531008	"19580"	"MARINES"
"27477"	0.63	"absolute"	"56329"	"TRUE"	2013	95831	8187.1881	"27477 2013 "	NA	NA	NA	95831	"fr"	"FRA"	408515760.162826	435418388.684436	2005	NA	1.06585456705731	NA	8726.35182774225	3029.259597	"19435"	"Ville de Roubaix"
"27478"	0.4	"absolute"	"46244"	"TRUE"	2010	1645	795.01368	"27478 2010 "	2015	1592	819.60637	1592	"es"	"ESP"	305996198.976212	377629623.667267	2005	295156603.747067	1.23409906701692	1.96457604615544	981.12564075369	477.008208	"19854"	"BENIRREDRÀ"
"27479"	0.3	"absolute"	"43187"	"TRUE"	2013	28950	131928.18592	"27479 2013 "	NA	NA	NA	28950	"by"	"BLR"	66592211.5670866	62314480.9156799	2005	NA	0.935762297861256	NA	123453.422409166	92349.730144	"20124"	"Masty"
"27480"	0.4	"per_capita"	"61389"	"TRUE"	2011	33240	143864.54	"27480 2011 "	NA	NA	NA	37400	"be"	"BEL"	108342135.196131	117369420.864825	2005	NA	1.08332202104336	NA	155851.624229273	97121.5486642599	"20356"	"Evergem"
"27483"	0.414	"absolute"	"48902"	"TRUE"	2005	1209	5466.37	"27483 2005 "	2017	1400	5430.3587	1400	"es"	"ESP"	377629623.667267	377629623.667267	2005	305966853.817478	1	1.81023001015161	5466.37	3203.29282	"20391"	"Torrelavit"
"27491"	0.4	"absolute"	"84314"	"TRUE"	2010	1473	2561.24558	"27491 2010 "	2015	1376	2346.8553	1376	"es"	"ESP"	305996198.976212	377629623.667267	2005	295156603.747067	1.23409906701692	1.96457604615544	3160.83078067921	1536.747348	"19536"	"VENTA DEL MORO"
"27499"	0.4	"absolute"	"45882"	"TRUE"	2010	7686	11720.10975	"27499 2010 "	2015	7270	10947.82421	7270	"es"	"ESP"	305996198.976212	377629623.667267	2005	295156603.747067	1.23409906701692	1.96457604615544	14463.7765078109	7032.06585	"19876"	"Villanueva de Castellón"
"27503"	0.4	"absolute"	"55346"	"TRUE"	2012	12830	47771.995929558	"27503 2012 "	NA	NA	NA	12830	"es"	"ESP"	310552027.179851	377629623.667267	2005	NA	1.21599471462657	NA	58090.4945575048	28663.1975577348	"19376"	"Teror"
"27509"	0.4	"absolute"	"48389"	"TRUE"	2010	2796	4093.92804	"27509 2010 "	2015	2821	3186.74125	2821	"es"	"ESP"	305996198.976212	377629623.667267	2005	295156603.747067	1.23409906701692	1.96457604615544	5052.31277459842	2456.356824	"19907"	"GENOVÉS"
"27515"	0.65	"absolute"	"67173"	"TRUE"	2006	4690	26338.0020869	"27515 2006 "	NA	NA	NA	4690	"be"	"BEL"	116542964.970968	117369420.864825	2005	NA	1.00709142670313	NA	26524.7760982062	9218.300730415	"20181"	"Gouvy"
"27522"	0.4	"absolute"	"50948"	"TRUE"	2010	3164	5000.80689	"27522 2010 "	2015	3284	4682.4706	3284	"es"	"ESP"	305996198.976212	377629623.667267	2005	295156603.747067	1.23409906701692	1.96457604615544	6171.49111728079	3000.484134	"19913"	"VINALESA"
"27525"	0.3	"absolute"	"49354"	"TRUE"	2012	25085	91957.68	"27525 2012 "	NA	NA	NA	25085	"by"	"BLR"	66868637.3115331	62314480.9156799	2005	NA	0.931893985297831	NA	85694.8088939427	64370.376	"20397"	"Dokšycy"
"27526"	0.4	"absolute"	"58373"	"TRUE"	2010	1268	1855.03172	"27526 2010 "	NA	NA	NA	1268	"es"	"ESP"	305996198.976212	377629623.667267	2005	NA	1.23409906701692	NA	2289.2929149388	1113.019032	"19880"	"Tous"
"27529"	0.4	"absolute"	"61927"	"TRUE"	2010	2969	9818.21292	"27529 2010 "	NA	NA	NA	2969	"it"	"ITA"	457870049.406016	506738030.205241	2005	NA	1.10672893075802	NA	10866.1002869062	5890.927752	"18788"	"Meduna di Livenza"
"27539"	0.4	"absolute"	"48340"	"TRUE"	2010	520	621.24359	"27539 2010 "	2015	463	518.57663	463	"es"	"ESP"	305996198.976212	377629623.667267	2005	295156603.747067	1.23409906701692	1.96457604615544	766.676134809243	372.746154	"19738"	"ZARRA"
"27540"	0.45	"absolute"	"60934"	"TRUE"	2006	10531	57520.1096178	"27540 2006 "	NA	NA	NA	10531	"be"	"BEL"	116542964.970968	117369420.864825	2005	NA	1.00709142670313	NA	57928.0092591108	31636.06028979	"20293"	"DURBUY"
"27541"	0.3	"absolute"	"43330"	"TRUE"	2011	68300	293034.936	"27541 2011 "	NA	NA	NA	68300	"by"	"BLR"	65476633.5066631	62314480.9156799	2005	NA	0.95170563265655	NA	278882.999156352	205124.4552	"18311"	"Puchavicy district"
"27551"	0.4	"absolute"	"46124"	"TRUE"	2010	4060	5423.06643	"27551 2010 "	2015	3575	4871.5018	3575	"es"	"ESP"	305996198.976212	377629623.667267	2005	295156603.747067	1.23409906701692	1.96457604615544	6692.60122163379	3253.839858	"19544"	"La Llosa de Ranes"
"27554"	0.4	"absolute"	"48357"	"TRUE"	2010	1496	1894.77707	"27554 2010 "	2015	679	1653.08348	679	"es"	"ESP"	305996198.976212	377629623.667267	2005	295156603.747067	1.23409906701692	1.96457604615544	2338.34261429206	1136.866242	"19781"	"Bolbaite"
"27555"	0.4	"absolute"	"46580"	"TRUE"	2010	18130	24602.73743	"27555 2010 "	2015	17734	22624.61159	17734	"es"	"ESP"	305996198.976212	377629623.667267	2005	295156603.747067	1.23409906701692	1.96457604615544	30362.2153084253	14761.642458	"19360"	"Tavernes de la Valldigna"
"27556"	0.53	"absolute"	"60990"	"TRUE"	2008	2577	15786.97001	"27556 2008 "	2013	2670	11596.17695	2670	"it"	"ITA"	496269954.012513	506738030.205241	2005	402394940.045426	1.02109351192449	1.81083881220679	16119.9726501575	7419.8759047	"19780"	"San Giorgio Canavese"
"27557"	0.4	"absolute"	"49658"	"TRUE"	2010	19295	46122.95952	"27557 2010 "	NA	NA	NA	19295	"es"	"ESP"	305996198.976212	377629623.667267	2005	NA	1.23409906701692	NA	56920.3013116913	27673.775712	"19851"	"PUÇOL"
"27562"	0.4	"absolute"	"48975"	"TRUE"	2012	9157	40073.656549119	"27562 2012 "	NA	NA	NA	9157	"es"	"ESP"	310552027.179851	377629623.667267	2005	NA	1.21599471462657	NA	48729.3545594893	24044.1939294714	"20212"	"Valsequillo de Gran Canaria"
"27563"	0.56	"absolute"	"73352"	"TRUE"	2006	4534	55034.334	"27563 2006 "	2014	5130	50251.813	5130	"be"	"BEL"	116542964.970968	117369420.864825	2005	102114909.871257	1.00709142670313	1.87619969078953	55424.6059457168	24215.10696	"20022"	"HERON"
